STN_ID,SITE_CODE,WELL_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,SWN,WCR_NO,LATITUDE,LONGITUDE,WELL_USE,WELL_TYPE,WELL_DEPTH,TOP_PRF,BOT_PRF,LAST_GSE,LAST_RPE,SMC_START_DATE,SMC_MT,SMC_IM_5_YR,SMC_IM_10_YR,SMC_IM_15_YR,SMC_MO,COMMENTS,FIRST_MSMT_DATE,LAST_MSMT_DATE,MSMT_COUNT
25775,390426N1218166W001,14N01E24N001M,5-021.62 Sutter,Reclamation District No. 1660 GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,14N01E24N001M,71195,39.0426,-121.817,Irrigation,Single Well,145,,,42.38,43.08,2022-01-28 17:13:43,23.58,31.58,31.58,31.58,31.58,,2005-02-03 00:00:00,2021-10-07 00:00:00,206
25781,392361N1215066W001,Loma Rica Domestic,5-021.60 North Yuba,Yuba Water Agency GSA - North Yuba,,SGMA,Groundwater Levels,,16N04E15R001M,,39.2361,-121.507,Unknown,Single Well,,,,93.66,93.66,,,,,,,,1988-08-03 00:00:00,2023-10-16 00:00:00,259
26119,389452N1215992W004,Sutter County MW-4D,5-021.62 Sutter,County of Sutter GSA - Sutter,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,13N03E26J005M,E0115603A-D,38.9452,-121.599,Observation,Part of a nested/multi-completion well,1005,985,995,37.081,36.605,2022-01-28 17:13:43,0.34,16.84,16.84,16.84,16.84,NAVD88. Managed by Department of Water Resources.,2010-08-04 00:00:00,2024-03-13 10:08:00,218
26201,342686N1190434W002,02N21W11J04S,4-008 Las Posas Valley,Fox Canyon Groundwater Management Agency GSA - Las Posas Valley,,SGMA,Groundwater Levels,,02N21W11J004S,,34.2694,-119.044,Observation,Part of a nested/multi-completion well,655,615,655,375.903,375.903,,,,,,,,1991-01-07 00:00:00,2023-10-17 00:00:00,184
26203,342728N1190267W001,02N21W12H01S,4-008 Las Posas Valley,Fox Canyon Groundwater Management Agency GSA - Las Posas Valley,,SGMA,"Groundwater Levels,Groundwater Storage,Water Quality",,02N21W12H001S,,34.2726,-119.027,Irrigation,Single Well,1784,928,1765,417.406,420.406,2020-01-13 15:53:02,-70,,,,-45,,1972-10-04 00:00:00,2023-10-17 00:00:00,275
26261,343261N1189015W001,03N19W19J01S,4-008 Las Posas Valley,Fox Canyon Groundwater Management Agency GSA - Las Posas Valley,,SGMA,"Groundwater Levels,Groundwater Storage",,03N19W19J001S,,34.3252,-118.901,Irrigation,Single Well,1074,858,1050,1028.53,1029.53,2020-01-13 15:53:02,130,,,,160,,1975-03-26 00:00:00,2023-10-17 00:00:00,264
26322,343864N1189159W001,04N19W31E01S,4-004.05 Fillmore,Fillmore and Piru Basins GSA - Fillmore,,SGMA,"Groundwater Levels,Groundwater Storage",,04N19W31E001S,,34.3864,-118.917,Irrigation,Single Well,,,,414.93,417.93,,,,,,,,1933-01-03 12:00:00,2023-11-06 12:00:00,419
26349,342128N1190681W005,02N21W34G06S,4-006 Pleasant Valley,Fox Canyon Groundwater Management Agency GSA - Pleasant Valley,,SGMA,"Groundwater Levels,Water Quality",,02N21W34G006S,,34.2129,-119.068,Observation,Single Well,436,431,436,93.708,94.508,,,,,,,,1990-09-06 00:00:00,2023-11-21 00:00:00,218
26667,342353N1189387W001,23R1,4-007 Arroyo Santa Rosa Valley,Arroyo Santa Rosa Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Upper/Lower,02N20W23R001S,,34.2353,-118.939,Irrigation,Single Well,555,120,550,237.215,237.825,2023-06-28 09:37:50,74.9,149.8,150.4,151.1,151.8,,1928-08-30 00:00:00,2023-10-16 12:00:00,475
27424,376596N1206896W001,Quesenberry 223,5-022.02 Modesto,Stanislaus and Tuolumne Rivers Groundwater Basin Association GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters,Land Subsidence",Eastern,03S12E19G001M,55589,37.6598,-120.69,Irrigation,Single Well,380,168,208,197,197,2022-01-31 15:38:01,89,72,89,99.5,110,Top of pad used as GS.  Open bottom well cased to 208'.  Drilled 1960,1963-03-25 00:00:00,2024-02-27 00:00:00,107
28620,382483N1226726W001,PET0025,1-059 Wilson Grove Formation Highlands,Petaluma Valley GSA,,SGMA,Groundwater Levels,,05N07W30K014M,17647,38.2479,-122.672,Residential,Single Well,185,,,122.7,123.7,,,,,,,DWR Surveyed well in 2022.,1989-11-10 00:00:00,2024-03-14 00:00:00,126
28914,337931N1171704W001,EMWD12447,8-005 San Jacinto,West San Jacinto GSA,,SGMA,Groundwater Levels,Principal,04S03W26M001S,,33.7933,-117.169,Observation,Single Well,486,,,1418.03,1419.93,2021-11-17 12:16:34,,,,,,,1995-05-03 00:00:00,2023-10-06 00:01:00,28
28987,341544N1192034W003,01N22W20J06S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,"Groundwater Levels,Water Quality",,01N22W20J006S,,34.1545,-119.203,Observation,Part of a nested/multi-completion well,425,385,425,11.381,13.631,,,,,,,,1991-08-28 00:00:00,2023-11-28 00:00:00,237
29298,341408N1191870W003,01N22W28G05S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,"Groundwater Levels,Water Quality",,01N22W28G005S,,34.1407,-119.187,Observation,Part of a nested/multi-completion well,200,180,200,9.781,12.031,,,,,,,,1989-12-15 00:00:00,2023-11-30 00:00:00,283
29299,341458N1192159W001,01N22W29D01S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,"Groundwater Levels,Water Quality",,01N22W29D001S,,34.146,-119.216,Observation,Part of a nested/multi-completion well,870,830,870,12.474,14.474,,,,,,,,1989-11-12 00:00:00,2023-11-28 00:00:00,157
29300,342703N1191881W001,02N22W09K04S,4-004.03 Mound,Mound Basin GSA,,SGMA Representative,"Groundwater Levels,Land Subsidence",Hueneme,02N22W09K004S,,34.2704,-119.189,Irrigation,Single Well,548,521,548,244.9,244.49,2021-12-31 15:43:02,-32.41,-26.88,-21.36,-15.83,-10.31,,1973-08-30 00:00:00,2023-11-30 12:00:00,311
29309,384757N1216466W001,07N03E04Q001M,5-021.67 Yolo,Yolo Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Tehama Formation,07N03E04Q001M,,38.4738,-121.647,Irrigation,Single Well,88,,,21.52,24.52,2022-01-28 20:40:33,-27.1,0.5,0.5,0.5,0.5,Well was removed in November 2020 from the DWR network due to lack of well construction details.DWR Surveyed well in 2022.,1949-01-26 00:00:00,2024-03-04 00:00:00,258
29338,384205N1210459W001,07N08E36B001M,5-022.16 Cosumnes,Sloughhouse Resource Conservation District GSA - Cosumnes,,SGMA,"Groundwater Levels,Interconnected Surface Waters",,07N08E36B001M,,38.4205,-121.046,Observation,Single Well,15,,,187.35,189.35,,,,,,,"Network ID: RMW-ISW8 - Included in CASGEM migration, Not intended for GWL SI",1953-03-24 00:00:00,2023-10-01 12:00:00,140
29418,342653N1191301W001,02N22W12R04S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,"Groundwater Levels,Water Quality",,02N22W12R004S,,34.265,-119.129,Observation,Single Well,125,35,125,136.794,139.554,,,,,,,,1992-12-09 00:00:00,2023-11-30 00:00:00,285
30487,386802N1220566W001,10N02W26P001M,5-021.67 Yolo,Yolo Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Tehama Formation,10N02W26P001M,69905,38.6802,-122.057,Residential,Single Well,205,174,204,352.6,354.35,2022-01-28 20:40:33,212.7,241.7,241.7,241.7,241.7,,1973-02-20 00:00:00,2023-10-04 00:00:00,112
31994,367997N1213671W001,1513,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E13J002M,,36.8001,-121.367,Irrigation,Single Well,180,,,374.5,375,,,,,,,Tres Pinos,1951-07-16 00:00:00,2023-10-05 08:30:00,93
32355,370180N1205179W001,MCW RMS-3,5-022.05 Chowchilla,County of Madera GSA - Chowchilla,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters",Upper,10S13E35K001M,,37.018,-120.518,Unknown,Single Well,,,,124.26,124.26,2020-01-29 14:52:01,22,75,72,72,90,,1960-02-25 00:00:00,2023-10-30 14:05:00,95
32548,368578N1214185W001,1396,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S05E28J001M,,36.8582,-121.419,Irrigation,Single Well,220,,,276,276,,,,,,,Hollister West,1967-03-01 00:00:00,2023-10-03 08:15:00,83
32571,368093N1199988W001,13S18E10P001M,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,"Groundwater Levels,Groundwater Storage",Assumed Unconfined,13S18E10P001M,,36.8095,-119.999,Irrigation,Single Well,162,,,260.7,261.5,2020-01-28 12:21:01,126,171.7,169.4,167.8,167.4,Added to SMC network in 2023,1952-05-07 00:00:00,2023-10-13 13:00:00,187
32581,386864N1215222W001,AB-3 deep,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA,Groundwater Levels,,10N04E27R002M,,38.6864,-121.522,Observation,Part of a nested/multi-completion well,995,745,985,27.34,27.84,,,,,,,This site was surveyed by DWR in late 2014.  The new RP and GS elevations reflect the elevations reported in the SR-14-20 - Sacramento Valley NCRO Well Site Survey Report dated 1/14/2015.,1996-07-11 00:00:00,2023-10-31 11:49:00,270
33024,362539N1196004W001,KSB-0616,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",,19S22E28D001M,97503,36.2539,-119.6,Stockwatering,Single Well,362,190,360,232.6,233.6,2020-01-31 14:06:02,19,65,55,45,41,,1963-02-19 00:00:00,2023-10-16 12:00:00,121
33038,393222N1216472W001,17N03E16N001M,5-021.70 Butte,County of Butte GSA - Butte 1,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",Deep,17N03E16N001M,1864,39.3222,-121.647,Residential,Single Well,,,,87.27,87.77,2022-01-28 11:09:09,38,65,65,65,65,open hole  48' to 178',1953-03-12 00:00:00,2024-03-15 12:00:00,297
33724,364388N1191703W001,17S26E21E001M,5-022.11 Kaweah,East Kaweah GSA,East Kaweah,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters","Assumed Unconfined
",17S26E21E001M,,36.4388,-119.17,Irrigation,Single Well,,,,396.72,397.72,2020-01-31 14:06:02,292,316,315,318,326,,1961-01-03 00:00:00,2023-10-15 12:00:00,163
33799,370913N1202924W001,CWD RMS-8,5-022.05 Chowchilla,Chowchilla Water District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Lower,10S15E01E001M,,37.0913,-120.292,Unknown,Single Well,,,,219.15,220.15,2020-01-29 14:52:01,-102,-85,-82,-108,-9,,1957-12-04 00:00:00,2023-10-16 00:00:00,109
33868,392165N1220312W001,16N02W25B002M,5-021.52 Colusa,Colusa Groundwater Authority GSA - Colusa,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Tehama,16N02W25B002M,Owner's Log,39.2165,-122.031,Residential,Single Well,274,254,274,55.42,55.42,2022-01-28 16:44:56,-25,30,30,30,30,Well construction provided from owner's log.,1966-02-21 00:00:00,2024-03-12 00:00:00,422
34756,397946N1222138W001,22N03W04E001M,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Groundwater Storage",,22N03W04E001M,,39.7946,-122.214,Residential,Single Well,180,,,285.48,285.98,,,,,,,,1963-10-09 00:00:00,2023-10-10 00:00:00,144
34802,361175N1190812W001,21S27E08F001M,5-022.11 Kaweah,East Kaweah GSA,East Kaweah,SGMA Representative,"Groundwater Levels,Groundwater Storage","Assumed Unconfined
",21S27E08F001M,,36.1175,-119.081,Irrigation,Single Well,,,,392.2,393.2,2020-01-31 14:06:02,235,281,280,285,300,,2011-10-19 00:00:00,2023-10-20 12:00:00,24
35009,361586N1193782W001,202428L1,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,"Groundwater Levels,Groundwater Storage",,20S24E28L001M,,36.1586,-119.378,Irrigation,Single Well,,,,245.13,245.87,2020-01-31 14:06:02,60,114,102,98,96,,1974-10-04 00:00:00,2023-10-15 12:00:00,79
35608,395812N1217026W001,20N02E24C001M,5-021.57 Vina,Vina GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters,Land Subsidence",Single Principle Aquifer,20N02E24C001M,783862,39.5812,-121.703,Observation,Part of a nested/multi-completion well,155,124,134,157.75,159.65,2022-01-28 11:24:29,18,81,77,77,77,Cherokee SIU. Cellar from 134' to 156' with endcap.,1999-12-29 00:00:00,2024-03-08 12:00:00,165
35611,395539N1217622W001,20N02E28N001M,5-021.70 Butte,County of Butte GSA - Butte 1,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Primary Aquifer,20N02E28N001M,USBR,39.5539,-121.762,Other,Single Well,277,160,277,123.43,123.43,2022-01-28 11:09:09,75,111,111,111,111,"WCWD SIU BMO well Cased to 160', open hole below. Been reported that tape cannot be fed past 34' ...potentially might have a restriction  or collapsed casing",1947-06-06 00:00:00,2024-03-18 12:00:00,573
35946,368377N1196479W001,12S21E35Q001M,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,"Groundwater Levels,Groundwater Storage",Assumed Unconfined,12S21E35Q001M,WCR1980-004975,36.8377,-119.648,Irrigation,Single Well,140,,,397.41,397.91,2020-01-28 12:21:01,296.4,313.7,310.7,308.7,308.1,"No perf. data on WCR; cable tool well, abandoned (from 429 form). Added to SMC network in 2023",1999-02-16 00:00:00,2024-03-14 10:58:00,49
36030,398881N1221725W001,24N03W35P004M,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Groundwater Storage",,24N03W35P004M,,39.8881,-122.172,Irrigation,Single Well,107,,,252.46,253.46,2022-01-28 16:41:38,,,,,,Pearson,1950-04-23 00:00:00,2023-10-13 12:00:00,177
36035,397927N1201294W001,22N16E01A002M,5-012.02 Chilcoot,Sierra Valley Groundwater Management District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Unknown,22N16E01A002M,WCR0289868,39.7925,-120.129,Residential,Single Well,130,,,5093.6,5094,2022-01-28 17:38:47,5038,5042,5045,5049,5052,Northeast corner of front yard; inside old car tires.,1985-03-26 00:00:00,2023-10-19 12:00:00,79
36135,396976N1202492W001,DMW 1s,5-012.01 Sierra Valley,Sierra Valley Groundwater Management District GSA,,SGMA,Groundwater Levels,Upper Aquifer,21N15E01K002M,,39.6976,-120.249,Observation,Single Well,100,90,100,4916.6,4917.1,,,,,,,,1995-10-26 00:00:00,2023-10-19 12:00:00,312
36136,396970N1202916W001,DMS 037,5-012.01 Sierra Valley,Sierra Valley Groundwater Management District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Upper Aquifer,21N15E03M003M,YES,39.697,-120.292,Irrigation,Single Well,700,,,4895.6,4897.8,2022-01-28 17:38:47,4801,4812,4822,4832,4842,,1990-10-25 00:00:00,2023-10-19 12:00:00,69
36401,351944N1188423W001,31S29E34A001M,5-022.14 Kern County,Arvin GSA,South of Kern River GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",Principal Aquifer (KRF),31S29E34A001M,,35.1942,-118.843,Unknown,Single Well,800,,,412.38,412.68,2020-01-30 14:11:17,-70,-16,-43,-6,30,,1929-10-22 01:00:00,2023-11-15 13:34:00,198
36616,398651N1219930W001,23N01W09E001M,5-021.57 Vina,Vina GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Single Principle Aquifer,23N01W09E001M,141927,39.8651,-121.993,Irrigation,Single Well,110,,,183.39,183.89,,,,,,,,1947-02-07 00:00:00,2024-03-18 12:00:00,428
36729,352605N1188932W001,31S29E05E001M,5-022.14 Kern County,Arvin GSA,South of Kern River GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",Principal Aquifer (KRF),31S29E05E001M,,35.2609,-118.892,Unknown,Unknown,,,,429.75,430.4,2020-01-30 14:11:17,50,74,62,81,100,,1958-01-28 00:00:00,2023-11-15 13:32:00,129
36913,352017N1187987W001,31S30E30J001M,5-022.14 Kern County,Arvin GSA,South of Kern River GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",Principal Aquifer (KRF),31S30E30J001M,,35.2019,-118.79,Unknown,Unknown,,,,460.03,460.13,2020-01-30 14:11:17,50,83,66,83,100,,1949-10-07 01:00:00,2023-11-15 13:36:00,112
36942,405702N1241874W001,02N01W09G001H,1-010 Eel River Valley,County of Humboldt GSA,,SGMA,Groundwater Levels,,02N01W09G001H,13952,40.5702,-124.187,Residential,Single Well,30,25,30,44.23,44.73,,,,,,,,1986-03-18 00:00:00,2023-10-26 12:00:00,76
37161,351450N1191992W001,32S26E17H001M,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA,"Water Quality,Water Quality",Principal Aquifer (KRF),32S26E17H001M,,35.1484,-119.2,Unknown,Single Well,,,,312.4,312.4,,,,,,,,1982-12-01 00:00:00,2019-03-12 19:42:00,66
37199,402273N1223376W001,RB-1U,5-021.50 Red Bluff,Tehama County Flood Control and Water Conservation District GSA - Red Bluff,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters,Water Quality","Upper Aquifer
",27N04W05G002M,211894,40.2273,-122.338,Residential,Single Well,260,231,251,482.53,483.83,2022-01-31 14:03:48,302.5,433.9,433.4,432.9,432.4,"RB-1U, Lat/Long are accurate to 4 decimal places. Well to be resurveyed in future",1983-01-27 00:00:00,2024-03-13 00:00:00,167
37224,356505N1176676W001,26S/40E-27D01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S40E27D001M,,35.6505,-117.667,Stockwatering,Single Well,77,75,77,2268,2267,,,,,,,,1988-01-13 00:00:00,2023-10-23 10:34:00,8
37235,356347N1177226W001,26S/40E-31D01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S40E31D001M,,35.635,-117.721,Residential,Single Well,,,,2372.6,2373.6,,,,,,,,1952-05-01 00:00:00,2023-10-19 00:00:00,63
37248,357247N1178554W001,25S/38E-35B01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,25S38E35B001M,,35.7251,-117.853,Unknown,Single Well,298,200,298,2396.2,2398.1,,,,,,,,1920-01-01 00:00:00,2023-10-14 13:27:00,38
37472,419021N1219431W001,47N01W23H002M,1-003 Butte Valley,Siskiyou County Flood Control and Water Conservation District GSA - Butte Valley,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Butte Valley groundwater aquifer,47N01W23H002M,NONE,41.9021,-121.943,Residential,Single Well,1031,,,4238.79,4239.59,2022-01-28 11:02:13,4174,4203,4203,4203,4203,,1978-07-20 00:00:00,2023-10-27 16:02:00,87
37575,346605N1204464W001,SYWATER 171,3-015 Santa Ynez River Valley,Santa Ynez River Valley Basin Western Management Area GSA,Western Management Area ,SGMA,Water Quality,Lower Aquifer,07N34W27K006S,,34.6605,-120.445,Unknown,Single Well,383,,,101.15,101.15,,,,,,,https://sywater.info/wells/well_info.php?DBID=171,1987-12-21 19:00:00,2023-09-08 10:05:00,129
37672,390696N1217778W001,Sutter County MW-1A,5-021.62 Sutter,Reclamation District No. 1660 GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,14N02E17C001M,E0108475,39.0696,-121.778,Observation,Part of a nested/multi-completion well,60,30,50,35.079,34.91,2022-01-28 17:13:43,21.5,29.5,29.5,29.5,29.5,NAVD88. Managed by Department of Water Resources. RP elevation of 34.910' and GS elevation of 35.079' have been surveyed in NAVD 88,2010-02-24 00:00:00,2024-03-13 09:14:00,478
37861,396049N1222495W004,20N03W07E004M,5-021.52 Colusa,Glenn Groundwater Authority GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Tehama,20N03W07E004M,E057712A,39.6049,-122.249,Observation,Part of a nested/multi-completion well,160,118,128,179.17,181.75,2022-01-28 16:44:56,31,100,100,100,100,TEHAMA FORMATION. Cellar from 128' to 138' with endcap. Effective screen area from 95' to 160'.,2007-06-20 00:00:00,2023-10-18 09:43:00,64
37875,362500N1198310W001,19S20E29E002M,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Groundwater Levels,Above A Clay,19S20E29E002M,,36.251,-119.834,Unknown,Single Well,,,,197.25,197.25,2020-01-29 11:57:23,133.63,183.95,184.32,184.86,183.63,,2006-01-27 00:00:00,2023-10-17 15:53:00,28
38362,397836N1220461W002,22N02W01N002M,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",,22N02W01N002M,E038764,39.7836,-122.046,Observation,Part of a nested/multi-completion well,730,700,710,159.21,161.31,2022-01-28 16:41:38,74.5,134.7,134.7,134.7,134.7,TTE+TTC - TEHAMA FM + TUSCAN FM UNIT C.  Cellar from 709' to 719' with end cap. Effective area from 675' to 730'.,2006-08-17 00:00:00,2024-02-13 00:00:00,122
38381,397956N1201417W001,DMW 5d,5-012.02 Chilcoot,Sierra Valley Groundwater Management District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Upper Aquifer,23N16E36N003M,e016555,39.7956,-120.142,Observation,Part of a nested/multi-completion well,330,290,320,5010.6,5011.91,2022-01-28 17:38:47,4998,5001,5003,5005,5007,,2004-10-27 00:00:00,2023-10-19 12:00:00,210
38538,419978N1214931W001,TID #4,1-002.01 Tulelake,Tulelake Irrigation District GSA,,SGMA,Groundwater Levels,,48N04E15K001M,751111,41.9978,-121.493,Irrigation,Single Well,1440,1212,1433,4046.06,4047.81,,,,,,,,2001-08-10 00:00:00,2023-01-12 00:00:00,303
38609,397325N1221233W003,22N02W30H004M,5-021.52 Colusa,Glenn Groundwater Authority GSA,,SGMA,Interconnected Surface Waters,"Tehama, Modesto",22N02W30H004M,726922,39.7325,-122.123,Observation,Part of a nested/multi-completion well,80,45,70,204.43,206.43,,,,,,,Modesto Formation. Cellar from 68' to 78' with endcap. Effective screen area from 30' to 88'.,2004-05-13 00:00:00,2024-02-13 00:00:00,115
38677,392712N1216493W001,16N03E04E001M,5-021.62 Sutter,Butte Water District GSA - Sutter,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,16N03E04E001M,72302,39.2712,-121.649,Irrigation,Single Well,70,,,61.27,62.07,2022-01-28 17:13:43,43.18,51.18,51.18,51.18,51.18,,2005-02-01 00:00:00,2021-10-06 00:00:00,206
38884,374421N1205407W001,236,5-022.04 Merced,Merced Irrigation-Urban GSA,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",,06S13E04H001M,120378,37.4422,-120.541,Irrigation,Single Well,574,,,234.31,234.31,2020-01-28 15:25:49,-35.7,69.3,69.3,70,70.8,No screened intervals.,1974-11-01 00:00:00,2023-10-02 15:28:00,47
39109,384182N1228276W001,SRP0010,1-055.01 Santa Rosa Plain,Santa Rosa Plain GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Shallow,07N09W26P001M,964,38.4182,-122.828,Residential,Single Well,110,,,77.79,78.29,,,,,,,Owner requested the well no longer be monitored.,1980-10-14 00:00:00,2023-03-15 00:00:00,117
39255,364944N1203738W001,16S/14E-36E01,5-022.09 Westside,Westlands Water District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence,Water Quality",Lower Aquifer,16S14E36E001M,,36.4944,-120.407,Irrigation,Single Well,2200,841,2104,477.9,477.9,2020-01-23 17:17:26,-156.1,-145,-133.8,-122.7,-111.5,9/25/2014 changed GSE from 475.0 (NGVD29 ) to 477.9 (NAVD88).,1968-12-18 00:00:00,2023-10-27 20:51:00,51
39381,364313N1197916W001,17S20E22P001M,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,"Groundwater Levels,Groundwater Storage,Water Quality",Unconfined,17S20E22P001M,00052400,36.4312,-119.792,Irrigation,Single Well,198,78,198,230.23,230.98,,,,,,,"top of corcoran clay at 375 ft blw surface, CASGEM Well ID 39381",1965-02-05 00:00:00,2023-10-10 12:56:00,98
39747,371446N1203474W001,CWD RMS-3,5-022.05 Chowchilla,Chowchilla Water District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Lower,09S15E17R001M,,37.1446,-120.347,Unknown,Single Well,,,,206.14,207.14,2020-01-29 14:52:01,-117,-71,-78,-100,-32,,1980-02-06 00:00:00,2023-10-13 00:00:00,67
40136,388593N1214885W002,AB-2 middle,5-021.64 North American,South Sutter Water District GSA,,SGMA,Groundwater Levels,,12N04E26J003M,51-1073,38.8593,-121.489,Observation,Part of a nested/multi-completion well,500,380,490,51.62,52.63,,,,,,,This site was surveyed by DWR in late 2014.  The new RP and GS elevations reflect the elevations reported in the SR-14-20 - Sacramento Valley NCRO Well Site Survey Report dated 1/14/2015.,1996-07-11 00:00:00,2023-10-31 12:52:00,207
46040,389398N1216162W001,GH Well 3,5-021.62 Sutter,County of Sutter GSA - Sutter,,SGMA,Interconnected Surface Waters,,,420653,38.9397,-121.616,Irrigation,Single Well,100,52,100,40.05,41.05,,,,,,,"NAVD88. Managed by Garden Highway Mutual Water Company.  DWR surveyed this site in Fall 2014.  The RP was surveyed, but the GS was not surveyed.  The GS elevation is estimated to be 1 foot below the RP.",2002-10-18 14:20:00,2023-03-01 11:55:00,238
46075,342555N1192173W001,02N22W17M02S,4-004.03 Mound,Mound Basin GSA,,SGMA Representative,"Groundwater Levels,Land Subsidence",Hueneme,02N22W17M002S,,34.2555,-119.217,Irrigation,Single Well,853,550,850,143.4,145.04,2021-12-31 15:43:02,-18.76,-13.44,-8.12,-2.81,2.51,,2011-04-13 00:00:00,2023-11-17 12:00:00,71
46096,341540N1191031W001,01N21W20K03S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,Groundwater Levels,,01N21W20K003S,,34.154,-119.103,Irrigation,Single Well,880,600,800,20.023,21.123,,,,,,,,2011-01-31 00:00:00,2023-08-03 00:00:00,106
46127,342688N1191952W001,CWP-950,4-004.03 Mound,Mound Basin GSA,,SGMA Representative,"Groundwater Levels,Land Subsidence,Seawater Intrusion,Water Quality",Hueneme,02N22W09L003S,,34.2688,-119.195,Observation,Part of a nested/multi-completion well,1480,890,950,253.3,251.25,2021-12-31 15:43:02,28.27,33.8,39.32,44.85,50.37,,2011-02-01 00:00:00,2023-12-29 09:05:00,999
46128,342688N1191952W002,CWP-510,4-004.03 Mound,Mound Basin GSA,,SGMA Representative,"Groundwater Levels,Land Subsidence",Hueneme,02N22W09L004S,,34.2688,-119.195,Observation,Part of a nested/multi-completion well,510,480,510,253.3,251.25,2021-12-31 15:43:02,42.28,47.81,53.34,58.86,64.39,,2011-02-01 00:00:00,2023-12-29 08:21:00,999
46170,368882N1215559W001,12-4-17L20,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",,12S04E17L002M,39237,36.8882,-121.556,Industrial,Single Well,102,64,80,137,140,2022-01-12 18:02:03,93,,,,93,San Juan,2011-10-12 08:15:00,2023-10-24 08:30:00,44
